PU_Id,Publisher
2504,"Power Software, Inc."
2505,"Future Designs"
2506,"Micrograms, Inc."
2507,"Elcomp"
2509,"ESP"
2510,"Dracula Software"
2511,"Pylator"
2512,"Folkedata"
2514,"Psion"
2515,"Cult Design Studio"
2517,"Cadmean Corp."
2518,"Softside Magazine"
2520,"Hawk + Snork Development Company"
2521,"Dark Palace BBS"
2522,"CMS Software Systems"
2523,"Thorn Emi Computer Software, Inc."
2525,"Huntington Users"
2526,"Tronic Verlag GmbH/CPU"
2527,"Commodore Microcomputers Magazine"
2528,"Softdisk"
2529,"Commodore Magazine, Inc."
2530,"Litag Productions"
2532,"Alexsoft (Alexander Leenen's Software)"
2535,"Computers/Calculators Magazine"
2536,"Tiger-Crew-Disk PD"
2537,"Granada Publishing Ltd."
2538,"PK Software"
2539,"Samurai Software"
2540,"Gebr. Eckhardt Software"
2541,"Maurer Software"
2542,"Antsoft"
2543,"Malan"
2544,"J. Schaible Soft"
2545,"Schloss-Realschule"
2546,"Kaputtniksoftware"
2547,"Otto Maier Verlag"
2549,"Martin Arnold Software"
2550,"Brand Software"
2551,"Lyric Games"
2552,"Ludia"
2553,"Real Software"
2554,"Dinamite"
2555,"ST Software"
2556,"Norddeutscher Computer Club (NCC)"
2558,"Sonnenverlag"
2559,"Taylormade Software"
2560,"Load 'n' Run"
2561,"Alva Data"
2562,"PA"
2563,"OTHIS Software BT"
2564,"Alice Software"
2565,"Tri Micro"
2566,"GO64!/LowBit Software"
2567,"Tanglewood Software"
2568,"Programmatics"
2569,"Pim Software"
2570,"Nibble Magazine"
2571,"Pubblirome/Super Game 2000"
2572,"Champ Software"
2573,"Sepia Adventures"
2574,"Stars"
2575,"Lenguaje Maquina"
2576,"COMPUTE!/COMPUTE! Publications, Inc."
2579,"Slide Editions"
2580,"Datavarehuset"
2581,"Tower Software"
2582,"Computerose"
2583,"Jot Enterprises"
2584,"Tech-Soft"
2585,"Particple Soft"
2586,"Software Simulations"
2587,"Jiantware"
2590,"Level 99 Software Development"
2591,"Galactic Software"
2595,"No Logic Software"
2596,"COMPUTE! Publications, Inc."
2597,"ToHeSoft"
2598,"Commodore/Infocom"
2599,"Commodore Disk User/Argus Specialist Publications Ltd."
2600,"GPL (GOD's Public Licence)"
2601,"Kopido Games"
2602,"DOME Development"
2603,"K'soft Ltd."
2604,"Megastyle Productions"
2606,"Simon & Schuster, Inc."
2609,"Bob-Software"
2610,"Mayfair House"
2611,"British Software"
2612,"MicroSpec"
2613,"Century Communications Ltd."
2614,"Triville Software"
2615,"Robinson Soft"
2616,"Anatomika"
2618,"Logica 2000"
2619,"Robtek Ltd."
2620,"ISEC"
2621,"UpTime Magazine/Softdisk Publishing, Inc."
2622,"Magimax, Inc."
2624,"Iber Soft"
2625,"Al Bone"
2626,"Animated Software"
2627,"Disk User"
2628,"Nova Computer Software"
2629,"Kerian UK Ltd."
2630,"WordLight Ltd."
2631,"Ivan Berg Software Ltd."
2632,"Flight 19 Software"
2633,"Xenon Software"
2635,"HaMa Software"
2636,"Speakeasy Software"
2638,"AID (Advanced Integrated Development)"
2639,"Krenath Sunfire Labs"
2640,"Groovy Hoof Software"
2641,"Commodore User "
2642,"Programma International, Inc."
2643,"Pizzasoftware"
2644,"Editoriale Video"
2645,"Bad Taste Software"
2646,"Stuber Horn GmbH"
2647,"Purple-Soft"
2648,"Micro Lab, Inc."
2649,"Falken Verlag GmbH"
2650,"Nestar Disk"
2651,"Idealogic S.A."
2653,"Data Equipment Supply (DES)"
2654,"Pan Books/Personal Computer News"
2655,"SmartWorks"
2657,"Eclipse"
2659,"Macrisoft"
2661,"Linguaggio Macchina"
2662,"TSB Scotland"
2663,"Gold Dragon"
2664,"AG-Software"
2665,"Longman Software"
2666,"Learning Technologies, Inc."
2667,"Shards Software"
2668,"M+M Software"
2670,"Southern Software Ltd."
2671,"Harbour Software"
2672,"Ellis Horwood Ltd."
2673,"Kiwisoft"
2675,"AR Softwear"
2676,"MBI Software, Inc."
2677,"ACE (Advanced Computer Entertainment)"
2679,"Karamba Soft PD"
2680,"Streetsoft Münster"
2681,"Softpak"
2683,"Marshall Software"
2684,"RJS"
2685,"GSA"
2686,"Stejan Software Corp."
2687,"International Software Company (ISC)"
2688,"Pembroke Hill School"
2689,"Ihlenfeldt"
2690,"Swearingen Software"
2691,"Daystar Learning Corporation"
2692,"Werewolf Software"
2693,"dilithium Press"
2694,"Delta Software"
2695,"Josh Newman Software"
2696,"Superbyte"
2697,"Ready Salted Games"
2698,"Wye Valley Software"
2699,"Hill MacGibbon"
2701,"Sterling Software"
2702,"Beyond/Monolith"
2703,"Braingame"
2704,"J&F Productions"
2705,"PCW (Popular Computing Weekly)/Sunshine Publications Ltd."
2706,"Mindscape, Inc./Lucasfilm Ltd."
2707,"Thunder Mountain/Namco"
2708,"Counterpoint Software"
2709,"Personal Computing Today"
2710,"Horizon Press"
2711,"Floop Enterprises"
2713,"Softplus"
2714,"Mindscape, Inc./Beam Software"
2715,"Edigamma S.r.l./Top 30"
2716,"Memory Software"
2717,"Lunasoft"
2718,"Baudville"
2719,"SMS (Superior Micro Systems), Inc."
2720,"Digital Arts"
2721,"Thunder Mountain/Scott, Foresman and Company"
2722,"PS Enterprises"
2723,"Practical Computing"
2724,"Qiss Formula Software"
2725,"GO64!"
2726,"Lehrmittelverlag Hagemann"
2727,"BES (Bourne Educational Software)"
2728,"Haresoft Ltd."
2729,"Dipo Data"
2730,"Phuturesoft"
2731,"Doubleday Australia Pty. Ltd."
2734,"MMG Micro Software"
2735,"Tronic Verlag GmbH/Power-Soft"
2736,"Dell Publishing Co., Inc."
2737,"Tab Books, Inc."
2738,"Parasoft"
2739,"Himer Datentechnik"
2740,"Elcomp Publishing, Inc./Ing. W. Hofacker GmbH"
2741,"Golden Eagle"
2742,"Micro Text Publications, Inc."
2743,"Lawrenceville Press, Inc."
2744,"Romix"
2745,"Interphase"
2746,"Edizione Societa SIPE srl./Adventure 64"
2747,"Protovision PD"
2748,"Protovision/Classical Games"
2749,"Studio-X64 & The New Dimension"
2750,"Osbourne/McGraw Hill"
2751,"Interface Publications/Virgin Books"
2752,"Dynamix"
2753,"Human Edge Software"
2754,"Pitman Publishin Ltd."
2755,"Settimana Games/Edigamma S.r.l."
2756,"Mad Games"
2757,"DACC Ltd."
2759,"Star Tech Software"
2760,"Softsmith Software"
2761,"Heureka-Teachware"
2762,"He-Goat"
2763,"Chalksoft Ltd."
2764,"California Dreams/Logical Design Works, Inc."
2765,"Logical"
2766,"Quality Software"
2768,"Microfex (MFEX)"
2769,"Greens Software"
2770,"CRL/QuelleSoft"
2771,"Interactivision"
2772,"Superline"
2773,"Warner Books, Inc."
2774,"Phoenix Publishing Associates"
2776,"KnightSoft Software"
2777,"Tronic Verlag GmbH/Homecomputer"
2778,"Tronic Verlag GmbH/Computronic"
2780,"Mikrovilág"
2781,"Educational Publishing Concepts"
2782,"Grisewood & Dempsey Ltd."
2783,"LIST Magazine"
2784,"Electric Harem Productions"
2785,"Covert BitOps"
2786,"Kluwer"
2787,"Addison-Wesley Publishing Co., Inc."
2788,"Outlaw-Emix Software"
2790,"Visiogame"
2793,"Soft & Easy"
2794,"Commodore Horizons Magazine"
2795,"oldergames.com"
2796,"MS Software"
2797,"Gibon & Mise"
2798,"Akustikfabrik Software"
2799,"Electronic Zoo"
2800,"Phantom Soft"
2801,"Ranger Software"
2802,"Mosaic Publishing/Level 9 Computing"
2804,"Cantagallo 64"
2805,"Sakati Software Ltd."
2806,"MEG Soft"
2807,"Quantum Logic Systems"
2808,"Malmberg"
2809,"Baconsoft"
2811,"B-Soft PD"
2813,"Beyond Reproach"
2814,"Mega Industries"
2817,"Royal-Soft"
2818,"Trom Software"
2819,"Tico"
2821,"Qiz"
2822,"Matzip"
2823,"Network Ltd."
2824,"GUGP"
2825,"Yes! Software"
2826,"Mindscape, Inc./Light Fantastic"
2827,"Virgin Mastertronic/Software Creations"
2828,"Pocket Money Software"
2831,"21st Century Software"
2832,"Virgin Games/Level 9 Computing"
2833,"Level 9 Computing/Mandarin"
2834,"Commodore/Westermann Verlag Braunschweig"
2836,"Chronic Productions"
2837,"Piti Productions"
2838,"Pappo Soft Ltd."
2839,"Marock"
2840,"Zohal Electronics"
2841,"Questline"
2842,"Audiogenic Software Ltd./St. Bride's School"
2843,"MikroBitti"
2844,"Activision/Loriciels"
2845,"Activision/Electric Dreams Software"
2846,"Enigma Variations/Again Again"
2847,"Spritesoft"
2848,"VO Productions"
2849,"Alexander Software"
2850,"Temptation Software"
2851,"Gruppo Editoriale Jackson"
2852,"Vision Software"
2853,"South Pacific Software (Southpac)"
2855,"Mega Software"
2856,"Terrasoft, Inc."
2857,"Mycrosoft"
2858,"Vulkan-Software"
2859,"Oxford Digital Enterprises"
2860,"Commodore Computer Club"
2861,"Uptown Software"
2862,"American Educational Computer"
2863,"Sunshine Books"
2864,"Maxion Software"
2865,"California Dreams"
2867,"Celestial Software"
2869,"dilithium Press"
2870,"Great Game Products/Interactive Game Products"
2871,"Firebird/Mr. Micro Ltd."
2872,"Firebird/Core Design Ltd."
2874,"BB Software"
2875,"K-Tek/K-Tel Software Inc."
2876,"Delavska Univerza"
2877,"Postern"
2878,"Your 64/Sportscene Specialist Press Ltd."
2879,"Couwenberg Software"
2880,"Firebird/Bantam Electronic Publishing"
2881,"Highlight Software"
2882,"Lambourne Games"
2883,"CompuCombo"
2884,"Concept"
2885,"Merit Software"
2887,"WizardSoft"
2888,"Computer Kontakt [Rätz-Eberle Verlag]"
2889,"Spectresoft Ltd."
2890,"Bitvadász"
2891,"Martin Fierro"
2892,"Österreichische Computer Gesellschaft (OCG)"
2893,"SM Thorpe Co."
2894,"Dynamic Software"
2895,"FB Software-Projects"
2896,"Kluwer Technische Boeken B.V. Deventer"
2897,"Amplicon Micro System Ltd./Braingames"
2898,"Axelerate Crew"
2899,"Storm Software"
2900,"DCR-Software"
2901,"Monstics Software"
2902,"PCW (Personal Computer World)/Century Communications Ltd."
2903,"Gamesware"
2904,"Apache Software"
2905,"Mondatta"
2906,"Omega Software"
2907,"Sumlock"
2908,"Golden Software"
2909,"Dynastar"
2910,"8bit Instinct"
2911,"Gamebusters"
2912,"Scholastic, Inc./Hard-Sorft Inc."
2913,"Smiths"
2914,"Didatek"
2915,"Games Machine Ltd./Spectrum Games"
2916,"HPBooks"
2917,"Prentice Hall International"
2918,"Guild Publishing/Newtech Publishing Ltd."
2919,"Fontana Paperbacks"
2920,"Electronic Arts/Thalamus"
2921,"Addison-Wesley Publishers Ltd./Corgi"
2922,"Sim Soft"
2923,"Bridge Master"
2924,"Hudson Soft"
2926,"Tynesoft/Adventuresoft"
2927,"Renne Softworks"
2928,"Venture Software"
2929,"Maggio"
2930,"Ok-Soft/64"
2931,"Jackson"
2932,"Topware/Educational Line Software (ELS)"
2933,"Massoft"
2935,"Veknor Software"
2936,"Panther Software"
2937,"DES-Soft"
2938,"Dynacomp, Inc."
2939,"Ba'rac Limited"
2940,"Ramiak"
2941,"Gamesman Inc."
2942,"Syrinx Software"
2943,"Tri Micro Inc./Gamesman Inc."
2945,"Gremlin Graphics Software Ltd./Mr. Chip Software"
2946,"Scripture Union"
2947,"Motivated Software, Inc."
2948,"3-2-1 Software, Inc."
2949,"Noetica"
2950,"Metaphase Software"
2951,"Psycom Software International"
2952,"F/S Soft"
2953,"TR Data Software"
2954,"ARM Software"
2955,"Sico Soft"
2956,"Kjøttleif's Megasoft"
2957,"Data-Tronic"
2958,"TGSoftware"
2959,"Eway 10 Software"
2960,"Severn Software"
2962,"Gameworx Software"
2963,"Twilight Software (London)"
2964,"Your Commodore [Alphavite Publications Ltd.]"
2965,"JB Software"
2966,"Ki-Bu/Tho-Soft"
2967,"EHV-Software"
2968,"Ceteka Software Ltd."
2969,"Compucats"
2970,"Britannia Software Ltd."
2971,"Soft"
2972,"Retro64"
2973,"Understanding Ltd."
2974,"Applied Computer Consultants"
2975,"AV-Centralen Helsingborg"
2976,"Yena-Soft"
2977,"Penny Soft"
2978,"Datacompaniet"
2979,"Honeyfold Software Ltd."
2980,"Discovery Software International, Inc."
2981,"BigK"
2984,"R&R Software Ltd."
2985,"Nebulae Software"
2986,"OIC Ltd."
2987,"Modular Resources Ltd."
2988,"Gold Disk Ltd."
2989,"mikro magazin"
2990,"PCG (Personal Computer Games)"
2991,"Stonysoft PD"
2992,"Bit By Bit"
2993,"DND Software"
2994,"The Einstein Corporation"
2995,"Welle:Erdball"
2996,"Data House"
2997,"MicroValue/Tynesoft"
2998,"Wallbaum Software"
2999,"Ariolasoft/RadarSoft"
3000,"Boeder Software"
3001,"Josh ask Renin Soft!"
3002,"Audio Light Inc."
3003,"Silver Wing Software"
3004,"Hackersoft"
3005,"Thinking Games"
3006,"Bridgesoft"
3007,"Grandis Simulator Program"
3008,"CFS Productions"
3009,"Commodore Disc"
3010,"Goal In!-Software"
3011,"Fönsoft"
3012,"CoWe Soft"
3013,"Home Computer Software, Inc."
3014,"Channel 666"
3015,"Cosine Systems"
3017,"Phenomena Technologies"
3018,"Byte-Back/Palace Software"
3020,"Hooy-Program"
3021,"Cache64.com"
3022,"High-Tec Software Corporation"
3023,"Silent Soft"
3024,"Millhouse Software"
3025,"Arthur Loosley"
3026,"HFS Software"
3027,"HomeComputer Software, Inc."
3028,"Awesome Actionware"
3029,"Hebdogiciel"
3030,"Octagon"
3031,"Sunshine Books/micro Adventurer"
3032,"Foxsoft"
3034,"Commodore Disk User/Alphavite Publications Ltd."
3035,"Your Commodore"
3036,"Commodore Disk User"
3037,"Bio-Syntax Method Oy"
3038,"Ebury Software"
3039,"Jedi Software"
3040,"System Designs"
3041,"Laing Marketing Ltd./Supernova*Software"
3042,"Supernova*Software (Not Published)"
3043,"The Power House [Alpha Omega Software]"
3044,"Idee-Soft"
3045,"Knobisoftware"
3046,"Construction Computer Players"
3047,"Langenscheidt KG/Orlando Language Texts Ltd."
3048,"BIT"
3049,"Sizy Soft"
3050,"Tial Trading"
3051,"Longman Group Limited"
3052,"Novotrade/International House Budapest (IHB)"
3053,"Penguin Books"
3054,"Muskrat Computer Software"
3055,"The Masters International (TMI)"
3056,"mombasajoe.de"
3057,"Tronic Verlag GmbH/Compute mit"
3058,"Chart Top Design (CTD)"
3059,"Federal Hill Software"
3060,"New Horizons"
3061,"Umbrella Software"
3062,"Microstar Graphics, Ltd."
3063,"Bosoft Software"
3064,"Sindin Soft"
3065,"3lux Design"
3066,"Collins Professional and Technical Books"
3067,"Roger Soft"
3068,"ALA Software"
3069,"Sophisticated Games"
3070,"TDC Distributors"
3071,"Blue Ribbon Software/Cygnus Software"
3072,"Arksoft"
3073,"Front Runner"
3077,"TV Games/Macsen Software"
3078,"Maynard International Ltd."
3079,"Ronald Spencer Software"
3080,"Norace Computing"
3081,"Oldie-Soft"
3082,"Thunder Mountain"
3083,"Silverbird/Unicon Designs"
3085,"White Panther Software"
3086,"Edge Computers Ltd."
3087,"ERBE Software"
3088,"Software Country"
3089,"Edicola/Game 2000"
3090,"Softidea"
3091,"Edizioni Hobby/Viking"
3092,"SIN"
3093,"Argus Specialist Publications Ltd./Home Computing Weekly"
3095,"Edgeworth Software"
3096,"Sigma Technical Press"
3097,"Suppysoft"
3098,"Triosoft"
3099,"Cognito"
3100,"Grand Slam"
3101,"Zizsoft"
3102,"Microdaft"
3103,"MI Software"
3105,"Loriciels Ltd./Microïds"
3106,"Commodore Soft Magazine"
3107,"Commodore World"
3108,"R.D.Tronic"
3109,"Kidware"
3110,"Coktel Vision"
3111,"Hayden Software Co., Inc."
3112,"ERE Informatique"
3113,"MicroProse Software/Microplay"
3114,"Hack n' Trade"
3115,"Sabotage & Hardcore"
3116,"Ufland Software, Inc."
3117,"T.A. Gurda"
3118,"CRL/Actual Screenshots"
3119,"Cronosoft"
3120,"Vortex Software"
3121,"Commodore Computing International"
3122,"Vinyl Projects"
3123,"Agony Design"
3124,"Penguin Software/Polarware"
3125,"Polarware, Inc."
3126,"Future Technologics"
3127,"Diamond"
3128,"Compumania"
3129,"Zeppelin Premier"
3130,"Melbourne House/Arcade"
3131,"BCI Software/HomeComputer Software"
3132,"Software Team"
3133,"Playsoft"
3134,"Stargate"
3135,"Berserker Works Ltd."
3136,"VIFI International"
3137,"Floopy <?>"
3138,"Microstar SRL"
3139,"DatorMagazin"
3140,"Paper Soft"
3141,"Edizioni Hobby/Explorer"
3143,"Krell Software"
3144,"Unicorn Software"
3145,"Teamwork Software"
3146,"Alexander Leslie Software (ALS)"
3147,"OEPS (Ontario Educational Software Project)"
3148,"Commodore Software Educacional"
3149,"Drugsoft"
3150,"Marex/Vermes"
3151,"<Electric Boys Entertainment Software (EBES)>"
3152,"<Hi-Tec Software>"
3153,"<Ram Jam Corp.>"
3154,"<Smash Designs>"
3155,"<Firebird>"
3156,"<CP Verlag>"
3157,"<Wacko Design>"
3158,"<Martech>"
3159,"<Starlight Software>"
3160,"<Kopido Games>"
3161,"<System 3>"
3162,"<Codemasters>"
3163,"<Zeppelin Games>"
3164,"<Ocean>"
3165,"<Alligata Software>"
3166,"<ImageWorks>"
3167,"<Virgin Games>"
3168,"<Thalamus>"
3169,"<Starbyte Software>"
3170,"<Players Software>"
3171,"<Kele Line>"
3172,"<Twilight Software>"
3173,"<Kingsoft>"
3174,"<Pandora>"
3175,"<Visualize>"
3176,"<Tronic Verlag GmbH>"
3177,"<Simulmondo>"
3178,"<Ultimate>"
3179,"<Double Density>"
3180,"<Ubi Soft>"
3181,"<Martech>"
3182,"<CRL (Computer Rentals Limited)>"
3183,"<Storm/The Sales Curve>"
3184,"<MicroValue>"
3185,"<Cascade Games Ltd.>"
3186,"<Mirrorsoft Ltd.>"
3187,"<Palace Software>"
3188,"<Hewson Consultants Ltd.>"
3189,"<Activision>"
3190,"CDS Software Ltd."
3191,"Fantasy Software Ltd."
3192,"Electronic Arts/Martech"
3193,"Mystic Software"
3194,"Freebytes"
3195,"Edisoft/Arscom"
3196,"Edizioni Hobby/Arscom"
3197,"Systems Editoriale s.r.l./Arscom"
3198,"<Protovision PD>"
